Title,Video ID,Video Owner Title,Published At,View Count,Like Count,Favorite Count,Comment Count
Alesso - Cool ft. Roy English,-aWtrEFfS4E,AlessoOfficialVEVO,2020-11-21T19:12:15Z,55236963,365510,0,7709
Christina Aguilera - Come On Over (All I Want Is You) (Official Video),0RQDIJ2CvbA,CAguileraVEVO,2021-05-24T15:58:44Z,55236042,233144,0,11003
Depeche Mode - Strangelove (Official Video),MHRabky4Ajc,DepecheModeVEVO,2019-06-08T00:58:29Z,55040401,368129,0,9089
"Galantis, David Guetta & Little Mix - Heartbreak Anthem (Official Music Video)",HIv3ClkEhrA,Galantis,2021-09-23T15:48:38Z,54747478,589276,0,39937
The Romantics - Talking in Your Sleep,JmGMzyajA2U,TheRomanticsVEVO,2019-02-18T16:38:37Z,54429955,484350,0,19242
Modern English - I Melt With You (Official Video),LuN6gs0AJls,4AD,2018-06-08T16:49:41Z,54406267,309067,0,15497
Tracy Chapman - Give Me One Reason (Official Music Video),V6hQ9HSKlIE,Tracy Chapman,2020-02-20T22:45:19Z,54365089,517622,0,12301
Blur - Girls And Boys (Official Music Video),WDswiT87oo8,Blur,2018-06-08T18:47:25Z,53963390,454340,0,14666
My Girl,qEztui18cA8,The Temptations - Topic,2020-06-02T10:05:35Z,53332264,490331,0,4561
Muse - Knights Of Cydonia  (Video),G_sBOsh-vyI,Muse,2020-11-08T21:31:50Z,53318472,302308,0,17579
Gryffin - Body Back ft. Maia Wright (Official Music Video),_X--xYexBdI,GryffinVEVO,2020-12-18T04:14:19Z,52796731,470163,0,3446
ATB x Topic x A7S - Your Love (9PM),pk1btLJQjTw,ATBVEVO,2021-06-23T14:47:55Z,52495881,338901,0,3403
George Harrison - Got My Mind Set On You (Version II),_71w4UA2Oxo,GeorgeHarrisonVEVO,2020-08-13T10:36:20Z,52341631,495852,0,14932
Falco - Der Kommissar (U.S. Official Video) (VOD),8-bgiiTxhzM,FalcoVEVO,2021-02-18T16:56:48Z,51875762,392287,0,16949
L-O-V-E,gZYtes1RO_w,Nat King Cole - Topic,2020-06-02T09:56:33Z,51734233,616107,0,707
YES - Owner of a Lonely Heart (Official Music Video),SVOuYquXuuc,yesofficial,2019-03-11T22:15:13Z,51310402,521975,0,15211
Hot Stuff,nYMeJSehCe4,Donna Summer - Topic,2020-11-01T15:51:18Z,51129126,446674,0,1990
Erasure - Love To Hate You (Official HD Video),ygLy02y7_n8,Erasure,2018-06-08T18:10:49Z,50866328,285267,0,7225
Pet Shop Boys - What Have I Done To Deserve This (Official Video) [HD REMASTERED],Wn9E5i7l-Eg,PetShopBoys Parlophone,2018-07-02T18:36:39Z,50566692,237470,0,14011
OneRepublic - Feel Again (Official Music Video),2tMKO_9SD1Y,OneRepublicVEVO,2018-07-18T20:43:24Z,50058445,277305,0,10062
BOB MARLEY THREE LITTLE BIRDS,zaGUr6wzyT8,machoflame,2022-05-09T15:30:26Z,50043012,313555,0,14943
Deniece Williams - Let's Hear It for the Boy,gI7YHZVc7mM,DenieceWilliamsVEVO,2019-02-22T00:37:21Z,50012701,400981,0,11980
"Black Eyed Peas, Saweetie, Lele Pons - HIT IT (Official Music Video)",5KIMcayH_jQ,BlackEyedPeasVEVO,2021-08-18T14:55:33Z,49888236,293418,0,30887
The Jackson 5 - ABC,ho7796-au8U,Czikes,2022-03-06T10:33:18Z,49818746,314435,0,15401
George Michael - Faith (Official Video),6Cs3Pvmmv0E,georgemichaelVEVO,2020-06-04T07:36:06Z,49752664,354253,0,12316
Kylie Minogue - Love At First Sight (Official Video) [Full HD Remastered],wf421JsG004,Kylie Minogue,2020-11-18T15:59:02Z,49708118,238489,0,12791
Cameo - Word Up (Relaid Audio) (Official Music Video),MZjAantupsA,CameoVEVO,2021-08-22T18:14:12Z,49617184,419257,0,23627
Heavy D & The Boyz - Now That We Found Love (Official Music Video) ft. Aaron Hall,NNEgUPKxk7A,HeavyDAndTheBoyzVEVO,2021-04-26T04:05:44Z,49585988,331125,0,10798
Pet Shop Boys - Always On My Mind,wDe60CbIagg,PetShopBoys Parlophone,2018-06-30T19:40:25Z,49168873,339672,0,13395
Come On Eileen,GbpnAGajyMc,Dexys - Topic,2020-06-02T04:55:53Z,48983731,439727,0,3263
Men At Work - Overkill (Video Version),RY7S6EgSlCI,MenAtWorkVEVO,2021-03-06T16:49:24Z,48925755,286902,0,11891
Lasgo - Something   (OFFICIAL VIDEO),BF5bV6oWXJg,lasgoofficial,2020-12-14T01:57:57Z,48591389,435081,0,8953
Cash Cash - Take Me Home feat. Bebe Rexha [Official Lyric Video],kDo2SiW3JHU,Cash Cash,2022-04-09T15:58:53Z,48401905,416725,0,5314
lovelytheband - broken (official video),qr1-WpWOUk8,lovelythebandVEVO,2019-01-14T16:50:12Z,48080804,479591,0,10874
Vengaboys - Up & Down,hlv672jqbtE,Vengaboys,2020-12-25T20:12:28Z,47925414,320096,0,7962
Shannon - Let The Music Play (Official Music Video),_-0sUuGufmw,UnidiscMusic,2020-06-04T19:47:01Z,47862249,377409,0,12429
SHOUSE - Won't Forget You,VuEIGBLtxzM,SHOUSE,2022-03-30T15:49:26Z,47453833,292546,0,2459
Can't Take My Eyes off You,DYwQy_9JPtQ,Frankie Valli - Topic,2020-06-02T09:59:16Z,47404537,524434,0,1285
Matthew Wilder - Break My Stride (Audio),B4c_SkROzzo,MatthewWilderVEVO,2020-02-28T07:05:10Z,47356782,686767,0,20005
"Kygo, Tina Turner - What's Love Got to Do with It",TNYGLMQxZ64,KygoOfficialVEVO,2020-11-01T15:52:50Z,47094052,380508,0,7141
Neon Trees - Everybody Talks,X5G9tIe84lE,NeonTreesVEVO,2019-09-23T04:47:24Z,46875536,597807,0,19744
Dan Hartman - I Can Dream About You,621Nk3Ubz4A,DanHartmanVEVO,2020-06-02T04:50:34Z,46834558,353820,0,14904
The Killers - Spaceman,Hc16Y9fiCvQ,TheKillersVEVO,2018-10-08T15:56:27Z,45792325,143804,0,7489
Roxette - Dangerous (Official Video),VFNRh26TPmM,Roxette,2019-03-09T00:41:00Z,45734297,177872,0,6783
The Tokens - The Lion Sleeps Tonight (Wimoweh) (Audio),OQlByoPdG6c,thetknsVEVO,2019-03-09T19:34:27Z,45329549,608476,0,23396
Tears For Fears - Sowing The Seeds Of Love,VAtGOESO7W8,TearsForFearsVEVO,2019-03-15T15:38:16Z,45025552,271848,0,13670
All I Have To Do Is Dream - Everly Brothers,tbU3zdAgiX8,meremrah,2019-08-28T15:27:30Z,44557665,352675,0,12070
Beach Boys - Surfin Usa HD,2s4slliAtQU,ThePANOS77,2019-01-31T02:50:32Z,44456895,232603,0,0
Echo & The Bunnymen - The Killing Moon (Official Music Video),LWz0JC7afNQ,Echo & the Bunnymen,2018-06-08T16:52:02Z,44229271,387514,0,14130
Prince - Little Red Corvette (Official Music Video),v0KpfrJE4zw,Prince,2018-07-03T08:33:35Z,43443199,275817,0,14455
Fancy - Flames Of Love  (Official Video 1988),8C35sdjc_cw,MELOMAN DANCE,2022-02-17T06:45:40Z,43437300,191966,0,4195
Talk Talk - It's My Life (Official Video),cFH5JgyZK1I,Talk Talk band,2020-02-20T22:38:00Z,43394432,401880,0,18241
Riton x Nightcrawlers - Friday ft. Mufasa & Hypeman (Dopamine Re-Edit) [Lyric Video],-BkcictxDCA,RitonTimeVEVO,2021-01-30T16:57:19Z,42997453,285323,0,3100
Nina Sky - Move Ya Body (Official Music Video) ft. Jabba,u2_E62NY3hg,NinaSkyVEVO,2022-11-01T15:45:58Z,43067129,405943,0,3824
Build Me Up Buttercup,FvluBVhfGcw,The Foundations - Topic,2019-09-04T01:30:31Z,42806921,355606,0,4454
"Shawn Mendes, Tainy - Summer Of Love (Official Music Video)",v9lZ2MEx8oU,ShawnMendesVEVO,2021-09-13T04:10:50Z,42543984,748091,0,25074
Part-Time Lover,MpDM6ygsb20,Stevie Wonder - Topic,2020-11-15T20:55:36Z,42560169,397548,0,1526
Young the Giant - Cough Syrup (Official Video),UAsTlnjvetI,Young the Giant,2018-07-02T17:04:18Z,42485146,372986,0,14829
